name;grade;stars;address;gps;link;prices
Hôtel Le Chat Noir;4,2;4.0;68 Boulevard De Clichy, Paris, Paris, 75018;[48.8835959, 2.3340788];https://fr.hotels.com/ho186509/hotel-le-chat-noir-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977491&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=6171591&sort=RECOMMENDED&top_dp=170&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201507275&selectedRatePlan=207567464&expediaPropertyId=1133645;170 €
Courtyard by Marriott Paris Gare de Lyon;4,4;4.0;209-211 Rue de Bercy, Paris, 75012;[48.8421029, 2.3761173];https://fr.hotels.com/ho855489344/courtyard-by-marriott-paris-gare-de-lyon-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977493&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953907&sort=RECOMMENDED&top_dp=221&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=214510327&selectedRatePlan=384646223&expediaPropertyId=26702792;221 €
Hôtel Léman Opéra;3,9;3.0;20 rue de Trévise, Paris, 75009;[48.8737764, 2.3453509];https://fr.hotels.com/ho390419/hotel-leman-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977493&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=123&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201408361&selectedRatePlan=206965616&expediaPropertyId=688194;123 €
Select Hotel - Rive Gauche;4,5;4.0;1 Place De La Sorbonne, Paris, Paris, 75005;[48.8484103, 2.3425879];https://fr.hotels.com/ho261826/select-hotel-rive-gauche-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977493&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953609&sort=RECOMMENDED&top_dp=200&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201732180&selectedRatePlan=211738204&expediaPropertyId=1169045;200 €
Hotel Opéra Opal;4,2;4.0;19 Rue Tronchet, Paris, Paris, 75008;[48.8722322, 2.3258651];https://fr.hotels.com/ho205835/hotel-opera-opal-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977492&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=6187876&sort=RECOMMENDED&top_dp=201&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=212414553&selectedRatePlan=236246434&expediaPropertyId=906106;201 €
Hotel du Continent;4,3;3.0;30, rue du Mont-Thabor, Paris, Paris, 75001;[48.8663168, 2.3268613];https://fr.hotels.com/ho126558/hotel-du-continent-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977494&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953914&sort=RECOMMENDED&top_dp=191&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=345058&selectedRatePlan=209371667&expediaPropertyId=9972;191 €
Prince Albert Opera;3,4;0.0;89 Rue De Provence, Paris, Paris, 75009;[48.874231, 2.3310925];https://fr.hotels.com/ho371558/prince-albert-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977494&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952445&sort=RECOMMENDED&top_dp=120&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201493357&selectedRatePlan=207496369&expediaPropertyId=4219534;120 €
L'Ouest Hôtel;3,9;3.0;3, rue du Rocher, Paris, Paris, 75008;[48.8755369, 2.3234197];https://fr.hotels.com/ho283024/l-ouest-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977495&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=125&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200567409&selectedRatePlan=202889417&expediaPropertyId=2523394;125 €
Hôtel Opéra Liège;4,8;4.0;9 rue de Liege, Paris, 75009;[48.8796053, 2.3280594];https://fr.hotels.com/ho551663/hotel-opera-liege-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977494&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=195&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=231018781&selectedRatePlan=280267232&expediaPropertyId=12508516;195 €
Hyatt Regency Paris Etoile;4,2;4.0;3, Place du Général Kœnig, Paris, Paris, 75017;[48.8805372, 2.2845671];https://fr.hotels.com/ho115011/hyatt-regency-paris-etoile-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977495&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=256&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200755309&selectedRatePlan=242157394&expediaPropertyId=1337;256 €
Hotel Moderne Saint Germain;4,2;3.0;33 Rue Des Ecoles, Paris, Paris, 75005;[48.8486999, 2.3478356];https://fr.hotels.com/ho132386/hotel-moderne-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977495&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953609&sort=RECOMMENDED&top_dp=162&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200218138&selectedRatePlan=201239120&expediaPropertyId=470840;162 €
Philéas Lazare & Spa;4,4;4.0;24, rue d'Amsterdam, Paris, Paris, 75009;[48.8768769, 2.3269842];https://fr.hotels.com/ho324858/phileas-lazare-spa-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977495&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212957556&sort=RECOMMENDED&top_dp=212&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200765698&selectedRatePlan=384523705&expediaPropertyId=1451458;212 €
Hotel La Finca;4,8;3.0;44 Boulevard richard lenoir, Paris, Paris, 75011;[48.8582177, 2.3718944];https://fr.hotels.com/ho233910/hotel-la-finca-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977494&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953134&sort=RECOMMENDED&top_dp=142&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=82574&selectedRatePlan=207523622&expediaPropertyId=1308259;142 €
7 Eiffel;4,2;4.0;17 Bis Rue Amelie, Paris, Paris, 75007;[48.8579907, 2.3078055];https://fr.hotels.com/ho209758/7-eiffel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459977488&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953090&sort=RECOMMENDED&top_dp=191&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=18950&selectedRatePlan=1810333&expediaPropertyId=34186;191 €
Hôtel Emile;4,0;0.0;2 rue Malher, Paris, 75004;[48.85539, 2.3612735];https://fr.hotels.com/ho536808/hotel-emile-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987251&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953169&sort=RECOMMENDED&top_dp=203&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201196810&selectedRatePlan=270225627&expediaPropertyId=4658836;203 €
Hôtel Atlantis Saint Germain des Prés;4,0;3.0;4 Rue du Vieux Colombier, Paris, Paris, 75006;[48.8514016, 2.3324981];https://fr.hotels.com/ho380344/hotel-atlantis-saint-germain-des-pres-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987251&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952764&sort=RECOMMENDED&top_dp=175&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200518093&selectedRatePlan=202770119&expediaPropertyId=4434292;175 €
Le Grand Quartier;4,7;4.0;15 rue de Nancy, Paris, 75010;[48.8723226, 2.358486];https://fr.hotels.com/ho1255552064/le-grand-quartier-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987251&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=202&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=217250625&selectedRatePlan=268268776&expediaPropertyId=39204752;202 €
Hotel Fertel Etoile;4,1;3.0;4 rue des Acacias, Paris, Paris, 75017;[48.8761043, 2.2898764];https://fr.hotels.com/ho282595/hotel-fertel-etoile-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987251&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=167&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200588358&selectedRatePlan=208518138&expediaPropertyId=63336;167 €
Le Relais Monceau;4,1;4.0;85 Rue Du Rocher, Paris, Paris, 75008;[48.8803609, 2.3172479];https://fr.hotels.com/ho282438/le-relais-monceau-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987251&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=161&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200519667&selectedRatePlan=202774352&expediaPropertyId=53598;161 €
Hotel de Suede Saint Germain;4,0;3.0;31 Rue Vaneau, Paris, Paris, 75007;[48.8525686, 2.3191695];https://fr.hotels.com/ho117979/hotel-de-suede-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987251&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953593&sort=RECOMMENDED&top_dp=189&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=54404&selectedRatePlan=123836&expediaPropertyId=564911;189 €
Hôtel des Grandes Ecoles;4,7;3.0;75 Rue du Cardinal Lemoine, Paris, 75005;[48.8452732, 2.3500907];https://fr.hotels.com/ho1427017120/hotel-des-grandes-ecoles-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987251&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212954084&sort=RECOMMENDED&top_dp=192&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=217037320&selectedRatePlan=266309876&expediaPropertyId=44563035;192 €
Hôtel Etoile Saint Ferdinand by Happyculture;4,1;4.0;36 Rue Saint Ferdinand, Paris, Paris, 75017;[48.8777412, 2.2873247];https://fr.hotels.com/ho194494/hotel-etoile-saint-ferdinand-by-happyculture-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987253&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=196&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=7840&selectedRatePlan=202663205&expediaPropertyId=26722;196 €
Drawing Hôtel;4,5;4.0;17 rue Richelieu, Paris, 75001;[48.8655708, 2.3367043];https://fr.hotels.com/ho665221/drawing-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987252&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212958333&sort=RECOMMENDED&top_dp=230&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201847442&selectedRatePlan=209366249&expediaPropertyId=17331352;230 €
Hotel du Temps;4,2;0.0;11 Rue De Montholon, Paris, Paris, 75009;[48.8765673, 2.3474443];https://fr.hotels.com/ho282957/hotel-du-temps-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987252&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955795&sort=RECOMMENDED&top_dp=186&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200557422&selectedRatePlan=205276109&expediaPropertyId=201159;186 €
Hôtel Crayon Rouge by Elegancia;4,5;4.0;42 rue croix des petits Champs, Paris, Paris, 75001;[48.8644997, 2.3404409];https://fr.hotels.com/ho461508/hotel-crayon-rouge-by-elegancia-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987252&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953516&sort=RECOMMENDED&top_dp=236&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200707718&selectedRatePlan=262312258&expediaPropertyId=8364073;236 €
Hôtel Gaillon Opéra;3,8;3.0;9 Rue Gaillon, Paris, 75002;[48.8684428, 2.3340749];https://fr.hotels.com/ho546826/best-western-gaillon-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987251&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212958361&sort=RECOMMENDED&top_dp=151&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=315982768&selectedRatePlan=385193927&expediaPropertyId=64926;151 €
Hôtel & Spa Saint Jacques;4,3;4.0;35 Rue Des Ecoles, Paris, 75005;[48.8487539, 2.3476348];https://fr.hotels.com/ho304199/hotel-spa-saint-jacques-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987252&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953609&sort=RECOMMENDED&top_dp=173&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201355946&selectedRatePlan=252004060&expediaPropertyId=63881;173 €
Edgar Restaurant & Hotel;4,4;0.0;31 rue d'Alexandrie, Paris, Paris, 75002;[48.8681346, 2.3499914];https://fr.hotels.com/ho438943/edgar-restaurant-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987253&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212958430&sort=RECOMMENDED&top_dp=204&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200333972&selectedRatePlan=202056041&expediaPropertyId=6456398;204 €
Alexandrine Opera;3,6;3.0;10 Rue De Moscou, Paris, Paris, 75008;[48.8800457, 2.326265];https://fr.hotels.com/ho283019/alexandrine-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987252&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=157&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200520494&selectedRatePlan=202777595&expediaPropertyId=1382741;157 €
Hotel Vaneau Saint Germain;4,1;3.0;86 Rue Vaneau, Paris, Paris, 75007;[48.8485495, 2.3204015];https://fr.hotels.com/ho301513/hotel-vaneau-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987255&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953332&sort=RECOMMENDED&top_dp=171&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200517253&selectedRatePlan=202768877&expediaPropertyId=849;171 €
Les Tournelles;4,6;3.0;30, rue de Turenne, Paris, 75003;[48.8569801, 2.3645643];https://fr.hotels.com/ho222877/les-tournelles-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987253&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953672&sort=RECOMMENDED&top_dp=198&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201426930&selectedRatePlan=207231085&expediaPropertyId=1107461;198 €
Hôtel du Square d'Anvers;3,6;2.0;6 Place d'Anvers, Paris, Paris, 75009;[48.8822347, 2.3448413];https://fr.hotels.com/ho282962/hotel-du-square-d-anvers-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987254&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955795&sort=RECOMMENDED&top_dp=87&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=3356&selectedRatePlan=207068324&expediaPropertyId=83126;87 €
Hotel 10 Opera;3,6;3.0;10, Rue du Helder, Paris, Paris, 75009;[48.8718985, 2.3350049];https://fr.hotels.com/ho282954/hotel-10-opera-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987255&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952445&sort=RECOMMENDED&top_dp=194&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200548092&selectedRatePlan=202847442&expediaPropertyId=1542774;194 €
Le Belleval;4,6;4.0;16 Rue de la Pépinière, Paris, 75008;[48.8751689, 2.3221056];https://fr.hotels.com/ho730120832/le-belleval-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987253&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=193&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=220502267&selectedRatePlan=381164128&expediaPropertyId=22785026;193 €
Hotel Lucien & Marinette;4,3;3.0;11 rue de Chabrol, Paris, 75010;[48.8765332, 2.3549596];https://fr.hotels.com/ho1295246976/hotel-lucien-marinette-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987255&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953679&sort=RECOMMENDED&top_dp=145&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=218166208&selectedRatePlan=274242334&expediaPropertyId=40445218;145 €
Hotel Tivoli;4,1;3.0;7 Rue Brey, Paris, Paris, 75017;[48.8762, 2.295968];https://fr.hotels.com/ho282611/hotel-tivoli-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987254&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840797&sort=RECOMMENDED&top_dp=153&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200629612&selectedRatePlan=203275546&expediaPropertyId=83041;153 €
Hôtel des Trois Gares;4,0;3.0;1 Rue Jules Cesar, Paris, Paris, 75012;[48.8488897, 2.3684401];https://fr.hotels.com/ho349329/hotel-des-trois-gares-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987255&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953907&sort=RECOMMENDED&top_dp=184&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200269298&selectedRatePlan=204095367&expediaPropertyId=1753858;184 €
Hôtel Vendome Saint Germain;4,3;0.0;8, Rue d’Arras, Paris, 75005;[48.8473826, 2.3515];https://fr.hotels.com/ho130313/hotel-vendome-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987256&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212954084&sort=RECOMMENDED&top_dp=150&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201515283&selectedRatePlan=238050017&expediaPropertyId=186875;150 €
The Originals City, Hôtel Parisiana, Paris Gare de l'Est;3,5;3.0;21 Rue De Chabrol, Paris, Paris, 75010;[48.8766622, 2.3541938];https://fr.hotels.com/ho126620/the-originals-city-hotel-parisiana-paris-gare-de-l-est-inter-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648459987252&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953679&sort=RECOMMENDED&top_dp=147&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=364083&selectedRatePlan=1172239&expediaPropertyId=8115;147 €
