name;grade;stars;address;gps;link;prices
Roi de Sicile - Rivoli -- Luxury apartment hotel;9,2;4.0;4e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/roi-de-sicile-rivoli.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=21&hapos=21&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311934&all_sr_blocks=490642106_163801681_2_0_0&highlighted_blocks=490642106_163801681_2_0_0&matching_block_id=490642106_163801681_2_0_0&sr_pri_blocks=490642106_163801681_2_0_0__37976&from=searchresults#hotelTmpl;
Adagio Paris 19ème Cité de la Musique;7,8;4.0;19e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/hipark-paris-la-villette.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=22&hapos=22&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311934&all_sr_blocks=158060106_112212884_4_2_0&highlighted_blocks=158060106_112212884_4_2_0&matching_block_id=158060106_112212884_4_2_0&sr_pri_blocks=158060106_112212884_4_2_0__19852&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;
55 Hôtel Montparnasse;7,9;3.0;14e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/hotel-montparnasse.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=23&hapos=23&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311934&all_sr_blocks=45514210_244666593_0_2_0%2C45514210_244666593_0_2_0&highlighted_blocks=45514210_244666593_0_2_0%2C45514210_244666593_0_2_0&matching_block_id=45514210_244666593_0_2_0&sr_pri_blocks=45514210_244666593_0_2_0__10376%2C45514210_244666593_0_2_0__10376&from=searchresults#hotelTmpl;
Hotel Michelet Odeon;8,1;2.0;6e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/michelet-odeon.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=24&hapos=24&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311934&all_sr_blocks=168850504_309356401_0_2_0%2C168850504_309356401_0_2_0&highlighted_blocks=168850504_309356401_0_2_0%2C168850504_309356401_0_2_0&matching_block_id=168850504_309356401_0_2_0&sr_pri_blocks=168850504_309356401_0_2_0__15526%2C168850504_309356401_0_2_0__15526&from=searchresults#hotelTmpl;
Hôtel Bellevue et du Chariot d'Or;7,8;;3e arr., Paris;[6.1400808, 1.2271596];https://www.booking.com/hotel/fr/bellevue-et-du-chariot-d-39-or-paris2.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=25&hapos=25&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311934&all_sr_blocks=148389402_321402187_0_0_0%2C148389402_321402187_0_0_0&highlighted_blocks=148389402_321402187_0_0_0%2C148389402_321402187_0_0_0&matching_block_id=148389402_321402187_0_0_0&sr_pri_blocks=148389402_321402187_0_0_0__12326%2C148389402_321402187_0_0_0__12326&from=searchresults#hotelTmpl;
name;grade;stars;address;gps;link;
Hôtel Mistral;8,8;3.0;14e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/mistral-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=1&hapos=26&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=17199507_198520211_0_2_0%2C17199502_91909991_0_2_0&highlighted_blocks=17199507_198520211_0_2_0%2C17199502_91909991_0_2_0&matching_block_id=17199507_198520211_0_2_0&sr_pri_blocks=17199507_198520211_0_2_0__18964%2C17199502_91909991_0_2_0__13900&from=searchresults#hotelTmpl;
Citadines Montmartre Paris;7,9;3.0;18e arr., Paris;[48.8870221, 2.3478318];https://www.booking.com/hotel/fr/citadines-aparthotel-montmartre.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=2&hapos=27&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=21836002_204494348_4_2_0&highlighted_blocks=21836002_204494348_4_2_0&matching_block_id=21836002_204494348_4_2_0&sr_pri_blocks=21836002_204494348_4_2_0__20282&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;
Au Royal Mad;7,0;;11e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/au-royal-mad.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=3&hapos=28&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=35492403_326752812_0_0_0%2C35492403_326752812_0_0_0&highlighted_blocks=35492403_326752812_0_0_0%2C35492403_326752812_0_0_0&matching_block_id=35492403_326752812_0_0_0&sr_pri_blocks=35492403_326752812_0_0_0__5383%2C35492403_326752812_0_0_0__5383&from=searchresults#hotelTmpl;
Grand Hôtel Magenta;6,9;1.0;10e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/grand-hotel-magenta.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=4&hapos=29&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=32890402_184346793_0_0_0%2C32890402_184346793_0_0_0&highlighted_blocks=32890402_184346793_0_0_0%2C32890402_184346793_0_0_0&matching_block_id=32890402_184346793_0_0_0&sr_pri_blocks=32890402_184346793_0_0_0__8275%2C32890402_184346793_0_0_0__8275&from=searchresults#hotelTmpl;
Hôtel A La Villa des Artistes;8,7;3.0;6e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/bwvilladesartistes.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=5&hapos=30&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=5076802_265542249_0_2_0%2C5076802_265542249_0_2_0&highlighted_blocks=5076802_265542249_0_2_0%2C5076802_265542249_0_2_0&matching_block_id=5076802_265542249_0_2_0&sr_pri_blocks=5076802_265542249_0_2_0__16276%2C5076802_265542249_0_2_0__16276&from=searchresults#hotelTmpl;
CADET Residence;8,8;;9e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/cosy-s-residence-cadet.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=6&hapos=31&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=7665413_339272323_3_0_66520453480448&highlighted_blocks=7665413_339272323_3_0_66520453480448&matching_block_id=7665413_339272323_3_0_66520453480448&sr_pri_blocks=7665413_339272323_3_0_66520453480448__22429&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;
Solar Hotel;8,0;2.0;14e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/solar.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=7&hapos=32&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=145587702_194203858_0_1_0%2C145587702_194203858_0_1_0&highlighted_blocks=145587702_194203858_0_1_0%2C145587702_194203858_0_1_0&matching_block_id=145587702_194203858_0_1_0&sr_pri_blocks=145587702_194203858_0_1_0__11126%2C145587702_194203858_0_1_0__11126&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;
The People Hostel - Paris 12;8,9;;12e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/the-people-hostel-paris-12.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=8&hapos=33&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=488809208_346552283_1_0_0%2C488809205_346552283_3_0_0&highlighted_blocks=488809208_346552283_1_0_0%2C488809205_346552283_3_0_0&matching_block_id=488809208_346552283_1_0_0&sr_pri_blocks=488809208_346552283_1_0_0__3700%2C488809205_346552283_3_0_0__13800&from=searchresults#hotelTmpl;
Hotel Imperial Paris;8,1;3.0;9e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/imperial-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=9&hapos=34&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=118949902_275417147_0_2_0%2C118949903_275417147_0_2_0&highlighted_blocks=118949902_275417147_0_2_0%2C118949903_275417147_0_2_0&matching_block_id=118949902_275417147_0_2_0&sr_pri_blocks=118949902_275417147_0_2_0__14376%2C118949903_275417147_0_2_0__14376&from=searchresults#hotelTmpl;
Au Pacific Hotel;7,8;2.0;15e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/au-pacific.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=10&hapos=35&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=171794703_275503591_0_2_0%2C171794703_275503591_0_2_0&highlighted_blocks=171794703_275503591_0_2_0%2C171794703_275503591_0_2_0&matching_block_id=171794703_275503591_0_2_0&sr_pri_blocks=171794703_275503591_0_2_0__9926%2C171794703_275503591_0_2_0__9926&from=searchresults#hotelTmpl;
Hotel de Nesle;7,8;;6e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/de-nesle.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=11&hapos=36&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=85037103_110610606_0_0_0%2C85037101_110610606_0_0_0&highlighted_blocks=85037103_110610606_0_0_0%2C85037101_110610606_0_0_0&matching_block_id=85037103_110610606_0_0_0&sr_pri_blocks=85037103_110610606_0_0_0__11200%2C85037101_110610606_0_0_0__11200&from=searchresults#hotelTmpl;
Hôtel Bedford;8,5;4.0;8e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/bedford.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=12&hapos=37&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=23902116_200933482_0_2_0&highlighted_blocks=23902116_200933482_0_2_0&matching_block_id=23902116_200933482_0_2_0&sr_pri_blocks=23902116_200933482_0_2_0__44576&from=searchresults#hotelTmpl;
Le Bellevue;8,4;;20e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/le-bellevue-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=13&hapos=38&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=781665703_337603571_2_0_0&highlighted_blocks=781665703_337603571_2_0_0&matching_block_id=781665703_337603571_2_0_0&sr_pri_blocks=781665703_337603571_2_0_0__19400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;
Hôtel Augustin - Astotel;8,8;3.0;8e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/saintaugustin.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=14&hapos=39&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=5091805_333268153_0_2_0%2C5091805_333268153_0_2_0&highlighted_blocks=5091805_333268153_0_2_0%2C5091805_333268153_0_2_0&matching_block_id=5091805_333268153_0_2_0&sr_pri_blocks=5091805_333268153_0_2_0__18176%2C5091805_333268153_0_2_0__18176&from=searchresults#hotelTmpl;
Grand Hôtel Amelot;8,1;3.0;11e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/grand-amelot-paris4.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=15&hapos=40&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=127931402_332224179_0_0_0%2C127931402_332224179_0_0_0&highlighted_blocks=127931402_332224179_0_0_0%2C127931402_332224179_0_0_0&matching_block_id=127931402_332224179_0_0_0&sr_pri_blocks=127931402_332224179_0_0_0__15976%2C127931402_332224179_0_0_0__15976&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;
Grand Hôtel Dechampaigne;7,9;3.0;1er arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/grandhoteldechampagne.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=16&hapos=41&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=85050_91912411_0_2_0%2C85050_91912411_0_2_0&highlighted_blocks=85050_91912411_0_2_0%2C85050_91912411_0_2_0&matching_block_id=85050_91912411_0_2_0&sr_pri_blocks=85050_91912411_0_2_0__11324%2C85050_91912411_0_2_0__11324&from=searchresults#hotelTmpl;
Novotel Paris Centre Tour Eiffel;7,5;4.0;15e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/novotel-paris-tour-eiffel.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=17&hapos=42&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=5371814_333878828_2_34_0%2C5371814_333878828_2_34_0&highlighted_blocks=5371814_333878828_2_34_0%2C5371814_333878828_2_34_0&matching_block_id=5371814_333878828_2_34_0&sr_pri_blocks=5371814_333878828_2_34_0__18876%2C5371814_333878828_2_34_0__18876&from=searchresults#hotelTmpl;
Hotel des Belges;7,5;;10e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/des-belges.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=18&hapos=43&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=44348402_309342630_0_0_0%2C44348402_309342630_0_0_0&highlighted_blocks=44348402_309342630_0_0_0%2C44348402_309342630_0_0_0&matching_block_id=44348402_309342630_0_0_0&sr_pri_blocks=44348402_309342630_0_0_0__8200%2C44348402_309342630_0_0_0__8200&from=searchresults#hotelTmpl;
Résidence du Forum des Halles;8,0;;1er arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/louvre-les-halles.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=19&hapos=44&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=107094505_95226299_4_0_0&highlighted_blocks=107094505_95226299_4_0_0&matching_block_id=107094505_95226299_4_0_0&sr_pri_blocks=107094505_95226299_4_0_0__22755&from=searchresults#hotelTmpl;
Citadines Trocadéro Paris;8,5;3.0;16e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/citadines-aparthotel-trocadero.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=20&hapos=45&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648311953&all_sr_blocks=21836413_204494315_4_2_0&highlighted_blocks=21836413_204494315_4_2_0&matching_block_id=21836413_204494315_4_2_0&sr_pri_blocks=21836413_204494315_4_2_0__26222&from_sustainable_property_sr=1&from=searchresults#hotelTmpl;
