t,hotel_name,note,stars,price,address,localisation,link
327,Hotel Des Nations Saint Germain,"4,0",3.0,132 €,"54 Rue Monge, Paris, Paris, 75005","[48.8448008, 2.3521483]",https://fr.hotels.com/ho194292/hotel-des-nations-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073205&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212954084&sort=RECOMMENDED&top_dp=132&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=33148&selectedRatePlan=204544173&expediaPropertyId=13770
328,Hôtel Opera Lafayette,"3,7",3.0,167 €,"80 Rue La Fayette, Paris, Paris, 75009","[48.8744051, 2.3381764]",https://fr.hotels.com/ho351054/hotel-opera-lafayette-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073207&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=167&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200443292&selectedRatePlan=248220119&expediaPropertyId=903610
329,Hotel du Temps,"4,2",0,186 €,"11 Rue De Montholon, Paris, Paris, 75009","[48.8765673, 2.3474443]",https://fr.hotels.com/ho282957/hotel-du-temps-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073206&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955795&sort=RECOMMENDED&top_dp=186&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200557422&selectedRatePlan=205276109&expediaPropertyId=201159
330,Hotel De Notre Dame Maître Albert,"4,1",3.0,169 €,"19 Rue Maitre Albert, Paris, Paris, 75005","[48.850391, 2.3494117]",https://fr.hotels.com/ho130607/hotel-de-notre-dame-maitre-albert-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073205&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212954084&sort=RECOMMENDED&top_dp=169&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=479059&selectedRatePlan=384657732&expediaPropertyId=63307
331,Hôtel Antin Trinité,"3,7",3.0,144 €,"74 Rue de Provence, Paris, Paris, 75009","[48.8743155, 2.3320625]",https://fr.hotels.com/ho129870/hotel-antin-trinite-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073206&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952445&sort=RECOMMENDED&top_dp=144&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=16806&selectedRatePlan=203871873&expediaPropertyId=910926
332,My Home in Paris Hotel,"4,7",4.0,208 €,"5 rue de Malte, Paris, 75011","[48.8651616, 2.3680086]",https://fr.hotels.com/ho283066/my-home-in-paris-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073205&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952757&sort=RECOMMENDED&top_dp=208&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201338046&selectedRatePlan=206505214&expediaPropertyId=25924
333,The Walled off Hotel Paris,"3,7",0,146 €,"44 Rue du Faubourg Montmartre, Paris, Département de Paris, 75009",,https://fr.hotels.com/ho2395893696/the-walled-off-hotel-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073205&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=146&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=316079693&selectedRatePlan=385386751&expediaPropertyId=74840428
334,Hôtel Le Milie Rose,"4,8",4.0,190 €,"22 Rue des Petites Ecuries, Paris, 75010","[48.8736325, 2.3520525]",https://fr.hotels.com/ho2155225216/hotel-le-milie-rose-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073208&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953679&sort=RECOMMENDED&top_dp=190&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=314163441&selectedRatePlan=382592197&expediaPropertyId=67319538
335,Hotel de Suede Saint Germain,"4,0",3.0,189 €,"31 Rue Vaneau, Paris, Paris, 75007","[48.8525686, 2.3191695]",https://fr.hotels.com/ho117979/hotel-de-suede-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073206&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953593&sort=RECOMMENDED&top_dp=189&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=54404&selectedRatePlan=123836&expediaPropertyId=564911
336,Hôtel du Mont Blanc,,0,176 €,"28 Rue de la Huchette, Paris, Département de Paris, 75005",,https://fr.hotels.com/ho2322301632/hotel-du-mont-blanc-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073207&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953609&sort=RECOMMENDED&top_dp=176&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=315989579&selectedRatePlan=385779815&expediaPropertyId=72540676
337,citizenM Paris Champs-Élysées,"4,8",4.0,265 €,"128 Rue la Boétie, Paris, 75008","[48.8709551, 2.305982]",https://fr.hotels.com/ho2090586080/citizenm-paris-champs-elysees-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073208&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212956116&sort=RECOMMENDED&top_dp=265&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=230480172&selectedRatePlan=276413052&expediaPropertyId=65299565
338,Hotel du Vieux Marais,"3,9",3.0,214 €,"8 rue du Plâtre, Paris, 75004","[48.859099, 2.355407]",https://fr.hotels.com/ho454279/hotel-du-vieux-marais-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073207&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212954077&sort=RECOMMENDED&top_dp=214&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201259553&selectedRatePlan=206107777&expediaPropertyId=7874313
339,Hotel Royal Saint Michel,"4,2",4.0,196 €,"3 Boulevard Saint Michel, Paris, 75005","[48.8528359, 2.3441043]",https://fr.hotels.com/ho282339/hotel-royal-saint-michel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073208&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953609&sort=RECOMMENDED&top_dp=196&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200521773&selectedRatePlan=209156303&expediaPropertyId=866446
340,Best Western Au Trocadero,"4,2",3.0,154 €,"3 Avenue Raymond Poincare, Paris, Paris, 75116","[48.8637787, 2.2866815]",https://fr.hotels.com/ho347206/best-western-au-trocadero-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073208&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953651&sort=RECOMMENDED&top_dp=154&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201263717&selectedRatePlan=206120948&expediaPropertyId=24549
341,Le Belleval,"4,6",4.0,193 €,"16 Rue de la Pépinière, Paris, 75008","[48.8751689, 2.3221056]",https://fr.hotels.com/ho730120832/le-belleval-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073207&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840690&sort=RECOMMENDED&top_dp=193&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=220502267&selectedRatePlan=381164128&expediaPropertyId=22785026
342,Hôtel de la Bretonnerie,"4,2",3.0,169 €,"22 Rue Ste Croix Bretonnerie, Paris, Paris, 75004",,https://fr.hotels.com/ho446742/hotel-de-la-bretonnerie-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073207&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953169&sort=RECOMMENDED&top_dp=169&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200473436&selectedRatePlan=202640411&expediaPropertyId=6914689
343,Hôtel Jardin le Bréa,"4,4",3.0,203 €,"14 rue Bréa, Paris, Paris, 75006","[48.8428926, 2.3298403]",https://fr.hotels.com/ho170679/hotel-jardin-le-brea-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073209&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953062&sort=RECOMMENDED&top_dp=203&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200672437&selectedRatePlan=209725838&expediaPropertyId=8108005
344,Best Western Aramis Saint-Germain,"4,2",3.0,181 €,"124, Rue De Rennes, Paris, Paris, 75006","[48.8467052, 2.3264549]",https://fr.hotels.com/ho198173/best-western-aramis-saint-germain-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073207&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953062&sort=RECOMMENDED&top_dp=181&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201263713&selectedRatePlan=206121691&expediaPropertyId=1396
345,Hôtel Chopin,"4,3",2.0,141 €,"46 passage Jouffroy, Paris, 75009","[48.8726389, 2.3422288]",https://fr.hotels.com/ho541511/hotel-chopin-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073207&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=141&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=201226147&selectedRatePlan=205799237&expediaPropertyId=11959576
346,Hotel Maison Saintonge,"4,2",4.0,213 €,"16 rue de Saintonge, Paris, Paris, 75003","[48.8618199, 2.3626064]",https://fr.hotels.com/ho458830/hotel-monsieur-saintonge-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073209&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953097&sort=RECOMMENDED&top_dp=213&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200687265&selectedRatePlan=278178690&expediaPropertyId=8225442
347,Hotel Prince De Conti,"4,1",3.0,213 €,"8, Rue Guénégaud, Paris, Paris, 75006","[48.8556889, 2.3384129]",https://fr.hotels.com/ho319080/hotel-prince-de-conti-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073206&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953246&sort=RECOMMENDED&top_dp=213&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200515827&selectedRatePlan=202764058&expediaPropertyId=48248
348,Lennon Hotel,,0,109 €,"129 Bd de Magenta, Paris, Département de Paris, 75010",,https://fr.hotels.com/ho2372847296/lennon-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073209&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&sort=RECOMMENDED&top_dp=109&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=315954110&selectedRatePlan=385139025&expediaPropertyId=74120228
349,Hôtel Palais De Chaillot,"4,4",3.0,193 €,"35 Avenue Raymond Poincaré, Paris, Ile de France, 75116","[48.8657443, 2.2861796]",https://fr.hotels.com/ho200662/hotel-palais-de-chaillot-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290073203&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953651&sort=RECOMMENDED&top_dp=193&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=202055341&selectedRatePlan=381878423&expediaPropertyId=562022
350,Hotel Elysees 8,"4,5",3.0,203 €,"16 Rue Cambaceres, Paris, Paris, 75008","[48.8730627, 2.3180239]",https://fr.hotels.com/ho118288/hotel-elysees-8-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076820&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840666&sort=RECOMMENDED&top_dp=203&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=26596&selectedRatePlan=27863&expediaPropertyId=22141
351,Hôtel Moris,"4,1",3.0,145 €,"13 Rue Rene Boulanger, Paris, Paris, 75010","[48.8692025, 2.3574931]",https://fr.hotels.com/ho282496/hotel-moris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076821&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=145&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200640736&selectedRatePlan=203072474&expediaPropertyId=1339863
352,Hotel Galileo,"4,4",3.0,312 €,"54 Rue Galilee, Paris, Paris, 75008","[48.8713712, 2.2982201]",https://fr.hotels.com/ho200740/hotel-galileo-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076820&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953502&sort=RECOMMENDED&top_dp=312&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200049638&selectedRatePlan=202055072&expediaPropertyId=48213
353,Hotel Brighton,"4,5",4.0,347 €,"218 Rue De Rivoli, Paris, Paris, 75001","[48.8607557, 2.3412971]",https://fr.hotels.com/ho107349/hotel-brighton-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076822&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955788&sort=RECOMMENDED&top_dp=347&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=376916&selectedRatePlan=382173157&expediaPropertyId=54958
354,Hôtel Les Deux Gares,"4,6",0,176 €,"2 Rue Des Deux Gares, Paris, Paris, 75010","[48.8784693, 2.3567715]",https://fr.hotels.com/ho255857/hotel-les-deux-gares-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076820&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953155&sort=RECOMMENDED&top_dp=176&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200694987&selectedRatePlan=206556792&expediaPropertyId=1615515
355,Hotel Du Ministere,"4,3",4.0,254 €,"31 Rue De Surene, Paris, Paris, 75008","[48.8713748, 2.3192726]",https://fr.hotels.com/ho282430/hotel-du-ministere-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076820&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248634838840666&sort=RECOMMENDED&top_dp=254&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200812295&selectedRatePlan=204074805&expediaPropertyId=877036
356,Hôtel Daval,"3,8",2.0,352 €,"21 Rue Daval, Paris, Paris, 75011","[48.8546491, 2.3711233]",https://fr.hotels.com/ho447435/hotel-daval-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076820&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953134&sort=RECOMMENDED&top_dp=352&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200477974&selectedRatePlan=202651663&expediaPropertyId=7153677
357,"Hotel Apolonia Paris Mouffetard, Sure Hotel Collection by BW","4,2",3.0,139 €,"56 Rue Mouffetard, Paris, Paris, 75005","[48.8432172, 2.349469]",https://fr.hotels.com/ho106175/hotel-apolonia-paris-mouffetard-sure-hotel-collection-by-bw-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076822&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212958458&sort=RECOMMENDED&top_dp=139&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=314041354&selectedRatePlan=381271794&expediaPropertyId=44843
358,Hôtel Magenta 38 by Happyculture,"4,1",3.0,159 €,"38, boulevard de Magenta, Paris, Paris, 75010","[48.8720956, 2.3600904]",https://fr.hotels.com/ho188139/hotel-magenta-38-by-happyculture-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076821&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=159&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200045051&selectedRatePlan=200262797&expediaPropertyId=888903
359,Hôtel Amoi Paris,,4.0,175 €,"12 Rue du Château d'Eau, Paris, Département de Paris, 75010","[50.3609625, 3.5055339]",https://fr.hotels.com/ho2371962592/hotel-amoi-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076821&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212952485&sort=RECOMMENDED&top_dp=175&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=315939519&selectedRatePlan=385917956&expediaPropertyId=74092581
360,Hotel Duquesne Eiffel,"4,4",3.0,188 €,"23 Avenue Duquesne, Paris, Paris, 75007","[48.8526447, 2.3090021]",https://fr.hotels.com/ho118814/hotel-duquesne-eiffel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076822&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953253&sort=RECOMMENDED&top_dp=188&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200037060&selectedRatePlan=200216474&expediaPropertyId=564915
361,Victoria Palace Hotel Paris,"4,7",4.0,305 €,"6 Rue Blaise-Desgoffe, Paris, Paris, 75006","[48.8458315, 2.3243842]",https://fr.hotels.com/ho281887/victoria-palace-hotel-paris-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076820&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953062&sort=RECOMMENDED&top_dp=305&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=213604905&selectedRatePlan=244096612&expediaPropertyId=23124
362,Hôtel Joe M,"4,0",3.0,174 €,"6 Rue Geoffroy-marie, Paris, Paris, 75009","[48.8733863, 2.3438161]",https://fr.hotels.com/ho129323/hotel-joe-m-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076822&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953989&sort=RECOMMENDED&top_dp=174&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=124&selectedRatePlan=124&expediaPropertyId=1117
363,Little Palace Hotel,"4,1",4.0,221 €,"4 Rue Salomon De Caus, Paris, Paris, 75003","[48.8674997, 2.3539914]",https://fr.hotels.com/ho123942/little-palace-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076823&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212955967&sort=RECOMMENDED&top_dp=221&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=10293&selectedRatePlan=10293&expediaPropertyId=44841
364,Hôtel de Neuve Le Marais by Happyculture,"4,0",3.0,204 €,"14 Rue Neuve Saint Pierre, Paris, Paris, 75004","[48.8539218, 2.3631536]",https://fr.hotels.com/ho206991/hotel-de-neuve-le-marais-by-happyculture-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076821&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953197&sort=RECOMMENDED&top_dp=204&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=24748&selectedRatePlan=25609&expediaPropertyId=11247
365,Louisa Hotel,"3,5",2.0,147 €,"21 Rue Copernic, Paris, Paris, 75116","[48.8691627, 2.2890261]",https://fr.hotels.com/ho283150/louisa-hotel-paris-france/?chkin=2022-07-11&chkout=2022-07-12&x_pwa=1&rfrr=HSR&pwa_ts=1648290076823&referrerUrl=aHR0cHM6Ly9mci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=179898&destination=Paris+%28et+environs%29%2C+France&destType=MARKET&neighborhoodId=553248635212953651&sort=RECOMMENDED&top_dp=147&top_cur=EUR&semdtl=&userIntent=&selectedRoomType=200548020&selectedRatePlan=202847342&expediaPropertyId=106606
